Date Time,Site Name,Value,Averaging Period,Units,California State Standard,National Ambient Air Quality Standard by U.S. EPA,
1/1/2021 12:00:00 AM,Upland,1,1-hr,µg/m3,N/A,N/A,
1/1/2021 1:00:00 AM,Upland,-3,1-hr,µg/m3,N/A,N/A,
1/1/2021 2:00:00 AM,Upland,-2,1-hr,µg/m3,N/A,N/A,
1/1/2021 3:00:00 AM,Upland,2,1-hr,µg/m3,N/A,N/A,
1/1/2021 4:00:00 AM,Upland,-2,1-hr,µg/m3,N/A,N/A,
1/1/2021 5:00:00 AM,Upland,-4,1-hr,µg/m3,N/A,N/A,
1/1/2021 6:00:00 AM,Upland,-1,1-hr,µg/m3,N/A,N/A,
1/1/2021 7:00:00 AM,Upland,1,1-hr,µg/m3,N/A,N/A,
1/1/2021 8:00:00 AM,Upland,2,1-hr,µg/m3,N/A,N/A,
1/1/2021 9:00:00 AM,Upland,1,1-hr,µg/m3,N/A,N/A,
1/1/2021 10:00:00 AM,Upland,1,1-hr,µg/m3,N/A,N/A,
1/1/2021 11:00:00 AM,Upland,2,1-hr,µg/m3,N/A,N/A,
1/1/2021 12:00:00 PM,Upland,0,1-hr,µg/m3,N/A,N/A,
1/1/2021 1:00:00 PM,Upland,-2,1-hr,µg/m3,N/A,N/A,
1/1/2021 2:00:00 PM,Upland,-1,1-hr,µg/m3,N/A,N/A,
1/1/2021 3:00:00 PM,Upland,-1,1-hr,µg/m3,N/A,N/A,
1/1/2021 4:00:00 PM,Upland,2,1-hr,µg/m3,N/A,N/A,
1/1/2021 5:00:00 PM,Upland,5,1-hr,µg/m3,N/A,N/A,
1/1/2021 6:00:00 PM,Upland,4,1-hr,µg/m3,N/A,N/A,
1/1/2021 7:00:00 PM,Upland,8,1-hr,µg/m3,N/A,N/A,
1/1/2021 8:00:00 PM,Upland,8,1-hr,µg/m3,N/A,N/A,
1/1/2021 9:00:00 PM,Upland,9,1-hr,µg/m3,N/A,N/A,
1/1/2021 10:00:00 PM,Upland,11,1-hr,µg/m3,N/A,N/A,
1/1/2021 11:00:00 PM,Upland,7,1-hr,µg/m3,N/A,N/A,
1/2/2021 12:00:00 AM,Upland,6,1-hr,µg/m3,N/A,N/A,
1/2/2021 1:00:00 AM,Upland,7,1-hr,µg/m3,N/A,N/A,
1/2/2021 2:00:00 AM,Upland,5,1-hr,µg/m3,N/A,N/A,
1/2/2021 3:00:00 AM,Upland,4,1-hr,µg/m3,N/A,N/A,
1/2/2021 4:00:00 AM,Upland,0,1-hr,µg/m3,N/A,N/A,
1/2/2021 5:00:00 AM,Upland,-3,1-hr,µg/m3,N/A,N/A,
1/2/2021 6:00:00 AM,Upland,2,1-hr,µg/m3,N/A,N/A,
1/2/2021 7:00:00 AM,Upland,5,1-hr,µg/m3,N/A,N/A,
1/2/2021 8:00:00 AM,Upland,2,1-hr,µg/m3,N/A,N/A,
1/2/2021 9:00:00 AM,Upland,4,1-hr,µg/m3,N/A,N/A,
1/2/2021 10:00:00 AM,Upland,8,1-hr,µg/m3,N/A,N/A,
1/2/2021 11:00:00 AM,Upland,8,1-hr,µg/m3,N/A,N/A,
1/2/2021 12:00:00 PM,Upland,9,1-hr,µg/m3,N/A,N/A,
1/2/2021 1:00:00 PM,Upland,10,1-hr,µg/m3,N/A,N/A,
1/2/2021 2:00:00 PM,Upland,8,1-hr,µg/m3,N/A,N/A,
1/2/2021 3:00:00 PM,Upland,7,1-hr,µg/m3,N/A,N/A,
1/2/2021 4:00:00 PM,Upland,8,1-hr,µg/m3,N/A,N/A,
1/2/2021 5:00:00 PM,Upland,7,1-hr,µg/m3,N/A,N/A,
1/2/2021 6:00:00 PM,Upland,10,1-hr,µg/m3,N/A,N/A,
1/2/2021 7:00:00 PM,Upland,19,1-hr,µg/m3,N/A,N/A,
1/2/2021 8:00:00 PM,Upland,25,1-hr,µg/m3,N/A,N/A,
1/2/2021 9:00:00 PM,Upland,16,1-hr,µg/m3,N/A,N/A,
1/2/2021 10:00:00 PM,Upland,16,1-hr,µg/m3,N/A,N/A,
1/2/2021 11:00:00 PM,Upland,27,1-hr,µg/m3,N/A,N/A,
1/3/2021 12:00:00 AM,Upland,22,1-hr,µg/m3,N/A,N/A,
1/3/2021 1:00:00 AM,Upland,18,1-hr,µg/m3,N/A,N/A,
1/3/2021 2:00:00 AM,Upland,17,1-hr,µg/m3,N/A,N/A,
1/3/2021 3:00:00 AM,Upland,11,1-hr,µg/m3,N/A,N/A,
1/3/2021 4:00:00 AM,Upland,19,1-hr,µg/m3,N/A,N/A,
1/3/2021 5:00:00 AM,Upland,16,1-hr,µg/m3,N/A,N/A,
1/3/2021 6:00:00 AM,Upland,25,1-hr,µg/m3,N/A,N/A,
1/3/2021 7:00:00 AM,Upland,20,1-hr,µg/m3,N/A,N/A,
1/3/2021 8:00:00 AM,Upland,22,1-hr,µg/m3,N/A,N/A,
1/3/2021 9:00:00 AM,Upland,33,1-hr,µg/m3,N/A,N/A,
1/3/2021 10:00:00 AM,Upland,30,1-hr,µg/m3,N/A,N/A,
1/3/2021 11:00:00 AM,Upland,25,1-hr,µg/m3,N/A,N/A,
1/3/2021 12:00:00 PM,Upland,19,1-hr,µg/m3,N/A,N/A,
1/3/2021 1:00:00 PM,Upland,15,1-hr,µg/m3,N/A,N/A,
